id,supplier_id,buyer_org_id,deal_id,rating,title,comment,verified_purchase,response,response_at,responded_by,helpful_count,created_by,created_at,updated_at
c71a6b05-5736-4384-b07f-f0ca1af930cf,3969643f-066c-4899-9665-45657442ebf6,300d8077-6154-4f45-bfc2-87f94f69afbd,,5,Reliable and professional,Product exceeds purity requirements. Communication is excellent. Logistics are well-managed. Would definitely order again.,true,,2025-12-07T05:38:30.434Z,,20,39412102-5821-4160-8cc0-601db9d85d1a,2025-05-16T05:38:30.434Z,2025-12-05T05:38:30.434Z
93f5b88c-2f20-4cbf-ae73-524441705663,3969643f-066c-4899-9665-45657442ebf6,300d8077-6154-4f45-bfc2-87f94f69afbd,d3aeffd7-571f-4b59-b99d-94f2ba6dcfc5,5,Exceptional quality and service,Outstanding product quality. Consistently meets specifications. Delivery is always on time. Highly recommend for large-scale operations.,true,Thank you for your feedback. We appreciate your business.,2025-12-17T05:38:30.434Z,,43,39412102-5821-4160-8cc0-601db9d85d1a,2025-05-31T05:38:30.434Z,2025-12-17T05:38:30.434Z
2eb27ee8-3ea0-4857-89cb-83e017bc96b0,3969643f-066c-4899-9665-45657442ebf6,300d8077-6154-4f45-bfc2-87f94f69afbd,2a6627e4-6d7d-4a03-8888-e8b7a74646b9,5,Best supplier we've worked with,Premium quality lithium compounds. Technical support is excellent. ESG documentation is thorough. Great long-term partnership.,false,,2025-12-29T05:38:30.434Z,,6,39412102-5821-4160-8cc0-601db9d85d1a,2025-05-10T05:38:30.434Z,2025-12-20T05:38:30.434Z
81cb801c-f992-4dfe-be6e-aff810240f08,3969643f-066c-4899-9665-45657442ebf6,300d8077-6154-4f45-bfc2-87f94f69afbd,10a530ef-32c1-4260-9fec-407dc202519c,1,Poor quality,Product did not meet specifications. Multiple issues with purity. Would not recommend.,true,,,,5,39412102-5821-4160-8cc0-601db9d85d1a,2025-10-13T05:38:30.434Z,2025-12-16T05:38:30.434Z
f8bf9e8b-3334-4db4-8493-c6da83d3dd43,3969643f-066c-4899-9665-45657442ebf6,300d8077-6154-4f45-bfc2-87f94f69afbd,4390f2c8-aded-43b8-a41a-289b72168d8e,5,Exceptional quality and service,Outstanding product quality. Consistently meets specifications. Delivery is always on time. Highly recommend for large-scale operations.,true,,,,26,39412102-5821-4160-8cc0-601db9d85d1a,2025-02-23T05:38:30.434Z,2025-12-03T05:38:30.434Z
1bfdc1fc-1214-4520-bff6-b991b40c5bb7,3969643f-066c-4899-9665-45657442ebf6,300d8077-6154-4f45-bfc2-87f94f69afbd,,5,Reliable and professional,Product exceeds purity requirements. Communication is excellent. Logistics are well-managed. Would definitely order again.,true,,2025-12-27T05:38:30.434Z,,20,39412102-5821-4160-8cc0-601db9d85d1a,2025-01-09T05:38:30.434Z,2025-12-19T05:38:30.434Z
f778588b-3185-46ca-b115-8a284085171c,3969643f-066c-4899-9665-45657442ebf6,300d8077-6154-4f45-bfc2-87f94f69afbd,dc22a9e8-45ba-4014-8b89-efac88933f0e,5,Exceptional quality and service,Outstanding product quality. Consistently meets specifications. Delivery is always on time. Highly recommend for large-scale operations.,true,,2025-12-06T05:38:30.434Z,,20,39412102-5821-4160-8cc0-601db9d85d1a,2025-02-17T05:38:30.434Z,2025-12-12T05:38:30.434Z
6af03e47-397c-47e5-acab-5908655f9e86,3969643f-066c-4899-9665-45657442ebf6,300d8077-6154-4f45-bfc2-87f94f69afbd,5e2a4385-c464-4c39-b9b8-2937e6569d82,5,Exceptional quality and service,Outstanding product quality. Consistently meets specifications. Delivery is always on time. Highly recommend for large-scale operations.,true,,,,13,39412102-5821-4160-8cc0-601db9d85d1a,2025-02-23T05:38:30.434Z,2025-12-29T05:38:30.434Z
0ced90f1-98a8-4a3a-a38e-5dc6bd3d864a,3969643f-066c-4899-9665-45657442ebf6,300d8077-6154-4f45-bfc2-87f94f69afbd,,5,Exceptional quality and service,Outstanding product quality. Consistently meets specifications. Delivery is always on time. Highly recommend for large-scale operations.,true,Thank you for your feedback. We appreciate your business.,,,7,39412102-5821-4160-8cc0-601db9d85d1a,2025-09-22T05:38:30.434Z,2026-01-01T05:38:30.434Z
583b2e69-657a-4ab3-a081-0db68e041fd2,3969643f-066c-4899-9665-45657442ebf6,300d8077-6154-4f45-bfc2-87f94f69afbd,9e95228a-b784-4803-8f0d-b552434f61cb,5,Exceptional quality and service,Outstanding product quality. Consistently meets specifications. Delivery is always on time. Highly recommend for large-scale operations.,true,,2025-12-11T05:38:30.434Z,,28,39412102-5821-4160-8cc0-601db9d85d1a,2025-10-25T05:38:30.434Z,2025-12-11T05:38:30.434Z
5b37544d-3712-4f9f-ad92-ae751cf5f356,3969643f-066c-4899-9665-45657442ebf6,300d8077-6154-4f45-bfc2-87f94f69afbd,e727d4b9-4257-4be0-877a-6debad53c4c1,4,Meets specifications,Product meets all our requirements. Documentation is complete. Would recommend with minor reservations.,true,Thank you for your feedback. We appreciate your business.,2025-12-08T05:38:30.434Z,,16,39412102-5821-4160-8cc0-601db9d85d1a,2025-12-29T05:38:30.434Z,2025-12-29T05:38:30.434Z
0f306133-cd3d-41da-b52e-db2b0c1a131c,3969643f-066c-4899-9665-45657442ebf6,300d8077-6154-4f45-bfc2-87f94f69afbd,72fe0c4d-4efc-4a54-af6f-dd0e27b3e28e,4,"Good quality, fair pricing",Product quality is solid. Pricing is competitive. Minor delays occasionally but overall good experience.,true,,2025-12-25T05:38:30.434Z,,18,39412102-5821-4160-8cc0-601db9d85d1a,2025-05-02T05:38:30.434Z,2025-12-20T05:38:30.434Z
09a0d50c-489f-4740-b38d-e8447f72a7ed,3969643f-066c-4899-9665-45657442ebf6,300d8077-6154-4f45-bfc2-87f94f69afbd,68420b4f-161b-4f1f-8015-58275b4aeb30,3,Mixed experience,Quality is acceptable but not exceptional. Communication could be better. Average supplier overall.,true,Thank you for your feedback. We appreciate your business.,,,24,39412102-5821-4160-8cc0-601db9d85d1a,2025-08-12T05:38:30.434Z,2025-12-03T05:38:30.434Z
2055d4f0-f53e-4427-b7a6-94fe617ebbaf,3969643f-066c-4899-9665-45657442ebf6,300d8077-6154-4f45-bfc2-87f94f69afbd,0ac6d6b5-faa4-4937-8ab2-4acce3092a48,5,Best supplier we've worked with,Premium quality lithium compounds. Technical support is excellent. ESG documentation is thorough. Great long-term partnership.,true,,,,44,39412102-5821-4160-8cc0-601db9d85d1a,2025-09-02T05:38:30.434Z,2025-12-16T05:38:30.434Z
a4791cf8-eec9-4f2d-8271-1e27b257b085,3969643f-066c-4899-9665-45657442ebf6,300d8077-6154-4f45-bfc2-87f94f69afbd,b358a00c-0d2b-4a4b-b478-24cf96194b61,4,"Good quality, fair pricing",Product quality is solid. Pricing is competitive. Minor delays occasionally but overall good experience.,true,,,,34,39412102-5821-4160-8cc0-601db9d85d1a,2025-02-08T05:38:30.434Z,2025-12-26T05:38:30.434Z
151e515c-60dd-480d-981e-55372788d79c,3969643f-066c-4899-9665-45657442ebf6,300d8077-6154-4f45-bfc2-87f94f69afbd,3e813dec-71cb-44c6-8d07-4ffbc1d16354,5,Reliable and professional,Product exceeds purity requirements. Communication is excellent. Logistics are well-managed. Would definitely order again.,true,Thank you for your feedback. We appreciate your business.,,,34,39412102-5821-4160-8cc0-601db9d85d1a,2025-04-07T05:38:30.434Z,2025-12-17T05:38:30.434Z
74d8d16f-b270-4cb9-9247-475503a03a4f,3969643f-066c-4899-9665-45657442ebf6,300d8077-6154-4f45-bfc2-87f94f69afbd,,4,Meets specifications,Product meets all our requirements. Documentation is complete. Would recommend with minor reservations.,true,,,,13,39412102-5821-4160-8cc0-601db9d85d1a,2025-01-18T05:38:30.434Z,2025-12-24T05:38:30.434Z
76a23a5e-b9d6-4dcf-9c9a-f8e584b25f4c,3969643f-066c-4899-9665-45657442ebf6,300d8077-6154-4f45-bfc2-87f94f69afbd,,4,Meets specifications,Product meets all our requirements. Documentation is complete. Would recommend with minor reservations.,true,,2025-12-31T05:38:30.434Z,,21,39412102-5821-4160-8cc0-601db9d85d1a,2025-04-11T05:38:30.434Z,2025-12-16T05:38:30.434Z
c2db6739-d29e-498a-8eb5-1be7611623ac,3969643f-066c-4899-9665-45657442ebf6,300d8077-6154-4f45-bfc2-87f94f69afbd,d59f3bd5-1f04-4f5a-ae51-ed06fb1eb6ae,4,Reliable supplier,Consistent product quality. Good technical support. Lead times can vary during peak seasons.,true,,,,11,39412102-5821-4160-8cc0-601db9d85d1a,2025-09-06T05:38:30.434Z,2025-12-23T05:38:30.434Z
fbbbd50b-3008-4a3c-b661-bed41a8d5540,3969643f-066c-4899-9665-45657442ebf6,300d8077-6154-4f45-bfc2-87f94f69afbd,cc16f4ee-424a-4978-a027-dbafc749d2d9,5,Exceptional quality and service,Outstanding product quality. Consistently meets specifications. Delivery is always on time. Highly recommend for large-scale operations.,true,,,,38,39412102-5821-4160-8cc0-601db9d85d1a,2025-02-07T05:38:30.434Z,2025-12-16T05:38:30.434Z
92dce187-fbea-41b3-956f-8fc512dbd79f,3969643f-066c-4899-9665-45657442ebf6,300d8077-6154-4f45-bfc2-87f94f69afbd,c3640a5d-8bad-4c55-a424-063f822d4b89,5,Reliable and professional,Product exceeds purity requirements. Communication is excellent. Logistics are well-managed. Would definitely order again.,true,Thank you for your feedback. We appreciate your business.,2025-12-16T05:38:30.434Z,,9,39412102-5821-4160-8cc0-601db9d85d1a,2025-04-20T05:38:30.434Z,2025-12-22T05:38:30.434Z
b26a5381-9ed1-4f52-b161-fa12c1d327ce,3969643f-066c-4899-9665-45657442ebf6,300d8077-6154-4f45-bfc2-87f94f69afbd,7be937f1-15f4-476c-bea1-04801fa3e02b,3,Acceptable quality,Product is adequate for our needs. Some inconsistency batch-to-batch. Price is reasonable.,false,Thank you for your feedback. We appreciate your business.,,,2,39412102-5821-4160-8cc0-601db9d85d1a,2025-06-16T05:38:30.434Z,2025-12-31T05:38:30.434Z
301128ef-d1e6-47bf-ae5a-87ac0927b9b8,3969643f-066c-4899-9665-45657442ebf6,300d8077-6154-4f45-bfc2-87f94f69afbd,fba0db5a-2432-4692-81fc-2bb02deb1fc0,4,Meets specifications,Product meets all our requirements. Documentation is complete. Would recommend with minor reservations.,true,,,,13,39412102-5821-4160-8cc0-601db9d85d1a,2025-07-09T05:38:30.434Z,2025-12-10T05:38:30.434Z
e9d4df29-c338-4f45-9a05-6b2b97342e3a,3969643f-066c-4899-9665-45657442ebf6,300d8077-6154-4f45-bfc2-87f94f69afbd,4d16c2f5-9ace-4980-aaf0-894564442ee5,2,Below expectations,Product quality was inconsistent. Had to reject one shipment. Customer service needs improvement.,true,,,,7,39412102-5821-4160-8cc0-601db9d85d1a,2025-04-12T05:38:30.434Z,2025-12-18T05:38:30.434Z
a51c022d-77ff-464e-82f6-6ea950c277b5,3969643f-066c-4899-9665-45657442ebf6,300d8077-6154-4f45-bfc2-87f94f69afbd,935c2760-59d3-4561-8263-aa144cdeaf5d,5,Best supplier we've worked with,Premium quality lithium compounds. Technical support is excellent. ESG documentation is thorough. Great long-term partnership.,true,,2025-12-18T05:38:30.434Z,,47,39412102-5821-4160-8cc0-601db9d85d1a,2025-06-22T05:38:30.434Z,2026-01-02T05:38:30.434Z
5b9346b0-25e3-48ab-9f9f-7bb78626ab64,3969643f-066c-4899-9665-45657442ebf6,300d8077-6154-4f45-bfc2-87f94f69afbd,,5,Reliable and professional,Product exceeds purity requirements. Communication is excellent. Logistics are well-managed. Would definitely order again.,true,,,,6,39412102-5821-4160-8cc0-601db9d85d1a,2025-09-19T05:38:30.434Z,2025-12-26T05:38:30.434Z
2bf6990e-1a27-426f-a558-8e5438993234,3969643f-066c-4899-9665-45657442ebf6,300d8077-6154-4f45-bfc2-87f94f69afbd,667faaab-faae-4811-9348-9213d6b718be,4,"Good quality, fair pricing",Product quality is solid. Pricing is competitive. Minor delays occasionally but overall good experience.,true,Thank you for your feedback. We appreciate your business.,,,16,39412102-5821-4160-8cc0-601db9d85d1a,2025-02-02T05:38:30.434Z,2026-01-02T05:38:30.434Z
81bed6e9-398f-4fb5-b074-c70f6910abfe,3969643f-066c-4899-9665-45657442ebf6,300d8077-6154-4f45-bfc2-87f94f69afbd,1d0eb404-89f0-40a5-94f5-cd5778fcf487,5,Exceptional quality and service,Outstanding product quality. Consistently meets specifications. Delivery is always on time. Highly recommend for large-scale operations.,true,Thank you for your feedback. We appreciate your business.,,,7,39412102-5821-4160-8cc0-601db9d85d1a,2025-10-18T05:38:30.434Z,2026-01-02T05:38:30.434Z
6d8b399b-571e-409b-9e14-0a1db4f0eef8,3969643f-066c-4899-9665-45657442ebf6,300d8077-6154-4f45-bfc2-87f94f69afbd,353317a3-d66a-4cb6-af52-74810cc0a26d,5,Best supplier we've worked with,Premium quality lithium compounds. Technical support is excellent. ESG documentation is thorough. Great long-term partnership.,true,,,,38,39412102-5821-4160-8cc0-601db9d85d1a,2025-06-07T05:38:30.434Z,2025-12-31T05:38:30.434Z
763665bc-d4e5-487f-8508-d109c9afbe63,3969643f-066c-4899-9665-45657442ebf6,300d8077-6154-4f45-bfc2-87f94f69afbd,6bc2ac6b-c5a4-4687-a5ee-5716dc1a7f36,1,Poor quality,Product did not meet specifications. Multiple issues with purity. Would not recommend.,true,,,,3,39412102-5821-4160-8cc0-601db9d85d1a,2025-10-30T05:38:30.434Z,2025-12-29T05:38:30.434Z
63b954c3-1473-42ff-80a5-ebdc1ec24638,3969643f-066c-4899-9665-45657442ebf6,300d8077-6154-4f45-bfc2-87f94f69afbd,,5,Reliable and professional,Product exceeds purity requirements. Communication is excellent. Logistics are well-managed. Would definitely order again.,true,,2025-12-07T05:38:30.434Z,,30,39412102-5821-4160-8cc0-601db9d85d1a,2025-02-16T05:38:30.434Z,2025-12-25T05:38:30.434Z
8a974710-38d0-46da-8ec1-47980961e284,3969643f-066c-4899-9665-45657442ebf6,300d8077-6154-4f45-bfc2-87f94f69afbd,,5,Exceptional quality and service,Outstanding product quality. Consistently meets specifications. Delivery is always on time. Highly recommend for large-scale operations.,true,,,,42,39412102-5821-4160-8cc0-601db9d85d1a,2025-11-20T05:38:30.434Z,2025-12-17T05:38:30.434Z
cf18c882-58e8-4c7a-b49c-ffd133c5f9a4,3969643f-066c-4899-9665-45657442ebf6,300d8077-6154-4f45-bfc2-87f94f69afbd,61674c3f-0832-45b2-94ef-b01c5c0f3e55,4,Reliable supplier,Consistent product quality. Good technical support. Lead times can vary during peak seasons.,true,Thank you for your feedback. We appreciate your business.,2025-12-28T05:38:30.434Z,,20,39412102-5821-4160-8cc0-601db9d85d1a,2025-01-17T05:38:30.434Z,2025-12-11T05:38:30.434Z
70f842e3-7a30-4516-9ddd-87df43fb2183,3969643f-066c-4899-9665-45657442ebf6,300d8077-6154-4f45-bfc2-87f94f69afbd,6c4ca739-196c-4a76-9110-8f13ca5dbac2,2,Below expectations,Product quality was inconsistent. Had to reject one shipment. Customer service needs improvement.,true,,,,17,39412102-5821-4160-8cc0-601db9d85d1a,2025-04-30T05:38:30.434Z,2025-12-14T05:38:30.434Z
785b9578-cc37-4183-b08e-c9f5349ac9c8,3969643f-066c-4899-9665-45657442ebf6,300d8077-6154-4f45-bfc2-87f94f69afbd,1738fe6f-8c05-4470-a8f4-08216c0c2dd0,4,"Good quality, fair pricing",Product quality is solid. Pricing is competitive. Minor delays occasionally but overall good experience.,true,Thank you for your feedback. We appreciate your business.,,,9,39412102-5821-4160-8cc0-601db9d85d1a,2025-01-29T05:38:30.434Z,2025-12-15T05:38:30.434Z
37a6eb7e-d761-4db6-b2bc-ac4b678b951d,3969643f-066c-4899-9665-45657442ebf6,300d8077-6154-4f45-bfc2-87f94f69afbd,,5,Exceptional quality and service,Outstanding product quality. Consistently meets specifications. Delivery is always on time. Highly recommend for large-scale operations.,true,,,,46,39412102-5821-4160-8cc0-601db9d85d1a,2025-08-14T05:38:30.434Z,2025-12-31T05:38:30.434Z
b2f43e85-a73b-4bf6-8d7c-80d307294c65,3969643f-066c-4899-9665-45657442ebf6,300d8077-6154-4f45-bfc2-87f94f69afbd,2f810afb-808b-4d64-9076-1b1a1e8d21b5,4,Meets specifications,Product meets all our requirements. Documentation is complete. Would recommend with minor reservations.,true,Thank you for your feedback. We appreciate your business.,2025-12-31T05:38:30.434Z,,2,39412102-5821-4160-8cc0-601db9d85d1a,2025-07-16T05:38:30.434Z,2026-01-02T05:38:30.434Z
bbdc8303-5c70-4672-8314-850a0dc45136,3969643f-066c-4899-9665-45657442ebf6,300d8077-6154-4f45-bfc2-87f94f69afbd,dd54a164-11d9-439b-b042-c77ef36f43ee,4,Reliable supplier,Consistent product quality. Good technical support. Lead times can vary during peak seasons.,true,Thank you for your feedback. We appreciate your business.,,,37,39412102-5821-4160-8cc0-601db9d85d1a,2025-05-14T05:38:30.434Z,2025-12-28T05:38:30.434Z
891b8313-e90e-495a-8f3a-7887af8bc15d,3969643f-066c-4899-9665-45657442ebf6,300d8077-6154-4f45-bfc2-87f94f69afbd,42273e7d-b05f-475e-8ef3-950d14fb84e1,5,Best supplier we've worked with,Premium quality lithium compounds. Technical support is excellent. ESG documentation is thorough. Great long-term partnership.,true,Thank you for your feedback. We appreciate your business.,2025-12-05T05:38:30.434Z,,13,39412102-5821-4160-8cc0-601db9d85d1a,2025-04-15T05:38:30.434Z,2025-12-28T05:38:30.434Z
31394c33-7ddd-4b39-9994-8be12b96a9d9,3969643f-066c-4899-9665-45657442ebf6,300d8077-6154-4f45-bfc2-87f94f69afbd,b045f5ea-1cfe-4254-adee-bbdda729da12,4,"Good quality, fair pricing",Product quality is solid. Pricing is competitive. Minor delays occasionally but overall good experience.,true,,,,30,39412102-5821-4160-8cc0-601db9d85d1a,2025-06-27T05:38:30.434Z,2025-12-16T05:38:30.434Z
fb300120-c105-49f8-b9fd-273a82b9160f,3969643f-066c-4899-9665-45657442ebf6,300d8077-6154-4f45-bfc2-87f94f69afbd,,5,Exceptional quality and service,Outstanding product quality. Consistently meets specifications. Delivery is always on time. Highly recommend for large-scale operations.,true,,2025-12-22T05:38:30.434Z,,13,39412102-5821-4160-8cc0-601db9d85d1a,2025-07-18T05:38:30.434Z,2025-12-16T05:38:30.434Z
04ffc75b-7ecf-41d0-98a4-6bea29f6fe3b,3969643f-066c-4899-9665-45657442ebf6,300d8077-6154-4f45-bfc2-87f94f69afbd,,4,"Good quality, fair pricing",Product quality is solid. Pricing is competitive. Minor delays occasionally but overall good experience.,true,,2025-12-06T05:38:30.434Z,,35,39412102-5821-4160-8cc0-601db9d85d1a,2025-04-16T05:38:30.434Z,2025-12-13T05:38:30.434Z
81a8d80b-c373-40c4-a025-4500ef9976a1,3969643f-066c-4899-9665-45657442ebf6,300d8077-6154-4f45-bfc2-87f94f69afbd,,2,Disappointing,Expected better quality for the price. Delays in delivery. Not our first choice for future orders.,false,,,,16,39412102-5821-4160-8cc0-601db9d85d1a,2025-11-08T05:38:30.434Z,2025-12-03T05:38:30.434Z
e5dc9d53-5cac-44de-9860-4f87ea727e88,3969643f-066c-4899-9665-45657442ebf6,300d8077-6154-4f45-bfc2-87f94f69afbd,,4,"Good quality, fair pricing",Product quality is solid. Pricing is competitive. Minor delays occasionally but overall good experience.,true,Thank you for your feedback. We appreciate your business.,,,9,39412102-5821-4160-8cc0-601db9d85d1a,2025-02-20T05:38:30.434Z,2026-01-02T05:38:30.434Z
084123c4-bdd5-428f-a4e8-ef2c3eb47adc,3969643f-066c-4899-9665-45657442ebf6,300d8077-6154-4f45-bfc2-87f94f69afbd,,5,Best supplier we've worked with,Premium quality lithium compounds. Technical support is excellent. ESG documentation is thorough. Great long-term partnership.,true,,,,3,39412102-5821-4160-8cc0-601db9d85d1a,2025-12-09T05:38:30.434Z,2025-12-05T05:38:30.434Z
a6476081-15b4-47e3-a1d9-4034ef1d5d24,3969643f-066c-4899-9665-45657442ebf6,300d8077-6154-4f45-bfc2-87f94f69afbd,56c3d080-eb2d-408c-8cfa-5c062e5b0f35,5,Reliable and professional,Product exceeds purity requirements. Communication is excellent. Logistics are well-managed. Would definitely order again.,false,,,,35,39412102-5821-4160-8cc0-601db9d85d1a,2025-01-13T05:38:30.434Z,2025-12-29T05:38:30.434Z
eecefcb0-349b-4b07-b95c-1d39bbb7b553,3969643f-066c-4899-9665-45657442ebf6,300d8077-6154-4f45-bfc2-87f94f69afbd,,4,Reliable supplier,Consistent product quality. Good technical support. Lead times can vary during peak seasons.,false,,2025-12-05T05:38:30.434Z,,4,39412102-5821-4160-8cc0-601db9d85d1a,2025-10-16T05:38:30.434Z,2026-01-01T05:38:30.434Z
f1264a2a-27c8-4149-acc7-d5051760dbba,3969643f-066c-4899-9665-45657442ebf6,300d8077-6154-4f45-bfc2-87f94f69afbd,eafff8da-9db4-42e4-8d0b-d0c71f1994f9,2,Disappointing,Expected better quality for the price. Delays in delivery. Not our first choice for future orders.,true,,,,1,39412102-5821-4160-8cc0-601db9d85d1a,2025-03-19T05:38:30.434Z,2025-12-28T05:38:30.434Z
