id,supplier_id,name,certificate_type,issuing_body,certificate_number,issue_date,expiry_date,document_url,verified,verified_by,verified_at,created_at
e50b7aed-7306-49a7-b3bc-8c6f1ace67a8,e9169f30-30a8-40fb-9a7b-89eb2e2c7e2b,ISO 45001:2018,Safety,ISO,ISO-APE-61728,2024-08-06,2027-08-06,https://cdn.lithiumbuy.com/certs/57e361bb-eeb0-4828-9c4e-cc836765f528.pdf,true,66b14cb8-b129-4e9d-862a-ab5b490c4e95,2025-08-02T05:38:30.447Z,2024-08-06T05:38:30.447Z
54f5c561-b10e-4619-a084-139db0fa542f,15a2f15e-2b3b-4d6c-95c0-45c55b4da187,ISO 45001:2018,Safety,ISO,ISO-DIA-33042,2023-08-29,2026-08-28,https://cdn.lithiumbuy.com/certs/97c37964-d494-448e-90f4-c1518c8cf234.pdf,true,83f2d2a6-d9a3-4a34-b0cb-f348c49c65d9,2025-11-11T05:38:30.447Z,2023-08-29T05:38:30.447Z
a2ca16da-5190-4fd5-b546-c5dffec6041a,15a2f15e-2b3b-4d6c-95c0-45c55b4da187,ISO 14001:2015,Environmental,ISO,ISO-DIA-50031,2023-03-10,2026-03-09,https://cdn.lithiumbuy.com/certs/105a5e86-363a-4569-8c27-34d766412ce2.pdf,true,2ec762ef-a7cd-4927-b467-4259ad9d9683,2025-07-09T05:38:30.447Z,2023-03-10T05:38:30.447Z
82ab7ed1-06d5-4e21-bc45-04d465c1b6b3,15a2f15e-2b3b-4d6c-95c0-45c55b4da187,RoHS Compliance,Product Specific,EU,EU-DIA-64597,2023-04-21,2026-04-20,https://cdn.lithiumbuy.com/certs/c66c44db-647b-4856-b2f0-ac4556f428f5.pdf,true,5b969d70-74ba-4bbb-8e62-155ec9ab2c24,2025-09-17T05:38:30.447Z,2023-04-21T05:38:30.447Z
67ea9a24-c5bb-4af8-84ba-c933d4b81be8,0458e690-7a4d-4c4b-a012-50fdc11f13f9,ISO 14001:2015,Environmental,ISO,ISO-EME-74516,2023-12-25,2026-12-24,https://cdn.lithiumbuy.com/certs/dcf477df-6609-4758-8983-1459fb02705f.pdf,true,4801103c-e98f-4b0c-b763-a91689a41dd6,2025-10-11T05:38:30.447Z,2023-12-25T05:38:30.447Z
5c428c9c-9856-4d01-8baa-247849523705,0458e690-7a4d-4c4b-a012-50fdc11f13f9,IATF 16949:2016,Industry Specific,IATF,IATF-EME-56683,2023-10-23,2026-10-22,https://cdn.lithiumbuy.com/certs/21582c62-8564-4849-8669-8d3cbd6942ed.pdf,true,ac211d12-6b9b-4927-b975-dae71937f1d5,2025-10-21T05:38:30.447Z,2023-10-23T05:38:30.447Z
fdfb0053-20dd-4add-a489-4b1bc0e11c64,0458e690-7a4d-4c4b-a012-50fdc11f13f9,ISO 45001:2018,Safety,ISO,ISO-EME-27966,2023-11-07,2026-11-06,https://cdn.lithiumbuy.com/certs/64c86d50-50d8-4169-ac70-c4ee10bb07ed.pdf,true,f33dfd11-a841-41d4-be9a-29a00c168cc5,2025-08-12T05:38:30.447Z,2023-11-07T05:38:30.447Z
fea6c1f3-90af-4572-bd27-a799bbb43c8d,0458e690-7a4d-4c4b-a012-50fdc11f13f9,ISO 9001:2015,Quality Management,ISO,ISO-EME-15534,2025-05-20,2028-05-19,https://cdn.lithiumbuy.com/certs/30ebd838-1651-49f5-bd66-57affac222a0.pdf,true,56f4a14c-1dd0-4d5e-9c9e-e4fdaae748d8,2025-08-18T05:38:30.447Z,2025-05-20T05:38:30.447Z
fd8470bd-1fef-4c29-ba6f-36195a45ad28,0458e690-7a4d-4c4b-a012-50fdc11f13f9,REACH Compliance,Product Specific,ECHA,ECHA-EME-15796,2023-12-15,2026-12-14,https://cdn.lithiumbuy.com/certs/34d518aa-f354-4510-8fa5-df1221a00107.pdf,true,8d975fdc-7dc2-4236-888f-11c092d336af,2025-11-13T05:38:30.447Z,2023-12-15T05:38:30.447Z
efb64f98-cf8d-4398-8d21-8d95b61b3fd7,0971e222-5719-489b-af2c-7a9d9a5a1651,ISO 9001:2015,Quality Management,ISO,ISO-DIA-61934,2025-02-27,2028-02-27,https://cdn.lithiumbuy.com/certs/f476727f-2a04-4350-9364-f68825ede882.pdf,true,,,2025-02-27T05:38:30.447Z
a2fad71e-d0ef-4525-9c1b-2ac475dd5096,0971e222-5719-489b-af2c-7a9d9a5a1651,ISO 14001:2015,Environmental,ISO,ISO-DIA-64035,2024-03-11,2027-03-11,https://cdn.lithiumbuy.com/certs/609b11f9-92ab-49ef-9092-84e8942229bf.pdf,true,,,2024-03-11T05:38:30.447Z
6d6e45ac-a560-467a-9273-74dcd9778afd,0971e222-5719-489b-af2c-7a9d9a5a1651,RoHS Compliance,Product Specific,EU,EU-DIA-21685,2024-02-29,2027-02-28,https://cdn.lithiumbuy.com/certs/b5868ee6-73d6-4186-ac47-1eee0b1bfc26.pdf,true,,,2024-02-29T05:38:30.447Z
b241487a-f7c1-47f4-ae3b-0dab262c093a,0971e222-5719-489b-af2c-7a9d9a5a1651,IATF 16949:2016,Industry Specific,IATF,IATF-DIA-13543,2024-10-05,2027-10-05,https://cdn.lithiumbuy.com/certs/69fbe963-2ae0-4c73-b364-2491fffec4d8.pdf,true,,,2024-10-05T05:38:30.447Z
20a8107d-5b32-4e36-9343-6af6aa196860,5663ce32-a0ed-4c94-ac7f-ac4a0f9b179c,ISO 9001:2015,Quality Management,ISO,ISO-PAC-45002,2023-06-04,2026-06-03,https://cdn.lithiumbuy.com/certs/3507f567-8af9-4dec-9898-39a612dc3370.pdf,true,,,2023-06-04T05:38:30.447Z
5cc940b7-2bc2-4736-a88b-3b9c1102e564,5663ce32-a0ed-4c94-ac7f-ac4a0f9b179c,IATF 16949:2016,Industry Specific,IATF,IATF-PAC-72887,2023-08-15,2026-08-14,https://cdn.lithiumbuy.com/certs/1e491e3b-b74a-4843-a155-3684303e15e6.pdf,true,,,2023-08-15T05:38:30.447Z
b5e7cfde-8295-4366-a403-765bbab9fa97,5663ce32-a0ed-4c94-ac7f-ac4a0f9b179c,RoHS Compliance,Product Specific,EU,EU-PAC-53057,2024-09-22,2027-09-22,https://cdn.lithiumbuy.com/certs/1ec67f9c-0e8e-4e67-a76b-cd66ac3e9a49.pdf,true,,,2024-09-22T05:38:30.447Z
5ae430fb-6692-4f8d-b069-33881b6c52d2,5663ce32-a0ed-4c94-ac7f-ac4a0f9b179c,ISO 14001:2015,Environmental,ISO,ISO-PAC-75097,2025-05-06,2028-05-05,https://cdn.lithiumbuy.com/certs/b81ab2dd-b49a-4925-a65b-867b9490121f.pdf,true,,,2025-05-06T05:38:30.447Z
fa11460f-ddd1-483e-9b6a-16f7b8feb271,4022a232-e169-44e0-8c38-ebc6e00bb23e,ISO 14001:2015,Environmental,ISO,ISO-CON-43670,2023-09-06,2026-09-05,https://cdn.lithiumbuy.com/certs/b90fa363-d8b8-44fa-87df-c1c280dd0be6.pdf,true,,,2023-09-06T05:38:30.447Z
d71506b5-852f-4a65-839d-9999424a3863,4022a232-e169-44e0-8c38-ebc6e00bb23e,ISO 9001:2015,Quality Management,ISO,ISO-CON-83620,2024-08-13,2027-08-13,https://cdn.lithiumbuy.com/certs/43df3b5b-f493-491b-8c2a-f9ba84860285.pdf,false,,,2024-08-13T05:38:30.447Z
673de248-7c8f-4274-a919-09e4fe3c57ee,4022a232-e169-44e0-8c38-ebc6e00bb23e,RoHS Compliance,Product Specific,EU,EU-CON-10569,2024-11-01,2027-11-01,https://cdn.lithiumbuy.com/certs/ea15347d-fed2-4615-a4b3-b36883c43f45.pdf,false,,,2024-11-01T05:38:30.447Z
1e5fd289-3439-4f89-bf3d-cf3dacb4fa1e,4022a232-e169-44e0-8c38-ebc6e00bb23e,IATF 16949:2016,Industry Specific,IATF,IATF-CON-85128,2025-03-24,2028-03-23,https://cdn.lithiumbuy.com/certs/0555958d-77e7-4fdf-829c-75cc0886a51e.pdf,true,,,2025-03-24T05:38:30.447Z
554c4f4b-47cc-4b58-bb84-a753496e6ce6,a303100d-a5a2-46ee-8c2a-db05153285be,REACH Compliance,Product Specific,ECHA,ECHA-APE-81449,2024-12-08,2027-12-08,https://cdn.lithiumbuy.com/certs/6870c24f-a222-4ddb-800c-3e326725d529.pdf,true,,,2024-12-08T05:38:30.447Z
25a6067c-0f2a-4eb1-a314-3febca2199d0,a303100d-a5a2-46ee-8c2a-db05153285be,RoHS Compliance,Product Specific,EU,EU-APE-85106,2025-02-20,2028-02-20,https://cdn.lithiumbuy.com/certs/d0e794a3-794f-442f-92c5-5a9102a10de8.pdf,true,,,2025-02-20T05:38:30.447Z
93f4fb23-168b-432b-ad44-e1ea53561d93,0993ef4e-0912-4214-88b5-f09012b23d4a,ISO 45001:2018,Safety,ISO,ISO-MER-84394,2023-08-29,2026-08-28,https://cdn.lithiumbuy.com/certs/068a2128-cf1b-4666-8b15-b01451fa3b17.pdf,false,,,2023-08-29T05:38:30.447Z
cc7089c0-8df4-4f90-8d20-983598c42006,0993ef4e-0912-4214-88b5-f09012b23d4a,ISO 9001:2015,Quality Management,ISO,ISO-MER-77104,2023-04-08,2026-04-07,https://cdn.lithiumbuy.com/certs/c46fa001-96bc-446f-94d3-b1d14362e2af.pdf,true,,,2023-04-08T05:38:30.447Z
b5c5b7a7-4135-4c49-b85d-6c2107ba34fb,0993ef4e-0912-4214-88b5-f09012b23d4a,ISO 14001:2015,Environmental,ISO,ISO-MER-35478,2023-11-28,2026-11-27,https://cdn.lithiumbuy.com/certs/fed8eaf5-a329-4409-9eee-4b440510931d.pdf,true,,,2023-11-28T05:38:30.447Z
6db7c225-789b-4c3d-8b0f-afc35fe47e07,e7ab2aab-8519-40c3-beaa-7170563187c1,ISO 9001:2015,Quality Management,ISO,ISO-ZEN-74129,2023-03-21,2026-03-20,https://cdn.lithiumbuy.com/certs/df58b44e-978b-404b-8cf6-8f7802a435db.pdf,false,,,2023-03-21T05:38:30.447Z
19800320-918c-4f90-a0b4-ad1c45e007d6,e7ab2aab-8519-40c3-beaa-7170563187c1,ISO 14001:2015,Environmental,ISO,ISO-ZEN-69818,2025-07-03,2028-07-02,https://cdn.lithiumbuy.com/certs/b4792c11-b919-4963-9d8c-72e1ca79868c.pdf,true,,,2025-07-03T05:38:30.447Z
e75b498a-31d8-4dbc-8101-4257c60640a5,e7ab2aab-8519-40c3-beaa-7170563187c1,ISO 45001:2018,Safety,ISO,ISO-ZEN-45275,2024-12-23,2027-12-23,https://cdn.lithiumbuy.com/certs/4da8055d-559a-492c-b2eb-798f0bbfa673.pdf,true,,,2024-12-23T05:38:30.447Z
e24025ed-884a-4cf1-b99e-69bd0289a372,e7ab2aab-8519-40c3-beaa-7170563187c1,IATF 16949:2016,Industry Specific,IATF,IATF-ZEN-61967,2024-05-24,2027-05-24,https://cdn.lithiumbuy.com/certs/6108379e-a79d-484c-be36-69d7fc3ce779.pdf,true,,,2024-05-24T05:38:30.447Z
eadd5bb7-fd3c-4951-977d-d729c50cc413,f94d5403-17e2-4a5f-b88e-cc45d1fcc9fd,ISO 14001:2015,Environmental,ISO,ISO-PLA-76950,2023-11-27,2026-11-26,https://cdn.lithiumbuy.com/certs/54e1cc94-163c-4b54-a997-1769f03f5363.pdf,true,,,2023-11-27T05:38:30.447Z
ede5d748-002e-47c7-8263-a1844103b070,f94d5403-17e2-4a5f-b88e-cc45d1fcc9fd,REACH Compliance,Product Specific,ECHA,ECHA-PLA-29879,2023-05-12,2026-05-11,https://cdn.lithiumbuy.com/certs/9dc1c5a8-9c08-41ec-8562-e45742dd1f9a.pdf,true,,,2023-05-12T05:38:30.447Z
fbae29b9-0a68-4513-93e9-2abe8d2dc097,88289413-90bf-42b4-846c-304a5a4a56fc,RoHS Compliance,Product Specific,EU,EU-ATL-73468,2025-05-26,2028-05-25,https://cdn.lithiumbuy.com/certs/990897d8-f0e4-451e-906a-e86152c65854.pdf,true,,,2025-05-26T05:38:30.447Z
750dd7d1-08de-4b1c-ab1d-8d50e7758256,88289413-90bf-42b4-846c-304a5a4a56fc,REACH Compliance,Product Specific,ECHA,ECHA-ATL-16528,2025-03-10,2028-03-09,https://cdn.lithiumbuy.com/certs/3cca0687-fcbd-4e54-a84f-016c86baf744.pdf,true,,,2025-03-10T05:38:30.447Z
fbfc2362-6a5e-479c-be32-77a4e008d2b0,0e47e6d4-bb17-4ac5-a2fa-2e1f2f96443e,IATF 16949:2016,Industry Specific,IATF,IATF-PAC-68720,2024-09-05,2027-09-05,https://cdn.lithiumbuy.com/certs/6f8cc084-6f7d-4ae8-9ac4-4e055c723e52.pdf,true,,,2024-09-05T05:38:30.447Z
d15bb2c5-1894-4fd3-9167-2430353837dd,0e47e6d4-bb17-4ac5-a2fa-2e1f2f96443e,ISO 45001:2018,Safety,ISO,ISO-PAC-67996,2023-09-10,2026-09-09,https://cdn.lithiumbuy.com/certs/c3251347-fdac-4c84-b7ba-be5361674287.pdf,true,,,2023-09-10T05:38:30.447Z
fda0565f-7e5d-40d6-b054-88804b90bfa1,f790d565-6d60-476b-bad7-8dfeb8211617,ISO 9001:2015,Quality Management,ISO,ISO-GLO-52236,2024-09-07,2027-09-07,https://cdn.lithiumbuy.com/certs/3f4fc163-a036-4c9e-8858-2c3cba9d1bc9.pdf,true,,,2024-09-07T05:38:30.447Z
4915d3d7-21ee-4e33-85da-c6323ea8106d,f790d565-6d60-476b-bad7-8dfeb8211617,RoHS Compliance,Product Specific,EU,EU-GLO-98662,2024-06-20,2027-06-20,https://cdn.lithiumbuy.com/certs/ec4e1e27-9728-4b5a-b66e-52d7c22c4878.pdf,true,,,2024-06-20T05:38:30.447Z
4f01973c-e3c7-4878-8f85-3f1f4ba52060,1b34a295-7e7d-46ef-91e6-ed739cb9d235,ISO 14001:2015,Environmental,ISO,ISO-ATL-69371,2024-06-07,2027-06-07,https://cdn.lithiumbuy.com/certs/d5986835-35cc-4fae-88e4-9bb5bc8f84fc.pdf,true,,,2024-06-07T05:38:30.447Z
d732500c-d54e-4349-bc9d-f90d08397fe0,1b34a295-7e7d-46ef-91e6-ed739cb9d235,ISO 45001:2018,Safety,ISO,ISO-ATL-27600,2024-12-09,2027-12-09,https://cdn.lithiumbuy.com/certs/60cea27b-02c9-44c0-bc41-5726f33325d3.pdf,false,,,2024-12-09T05:38:30.447Z
f72c5d84-1b77-4ab8-963f-1eb91fd6c042,4de41147-0ced-42bb-9c8d-ca43be6d2b05,ISO 45001:2018,Safety,ISO,ISO-VER-14313,2024-11-04,2027-11-04,https://cdn.lithiumbuy.com/certs/b2f5c4f5-58bb-4152-8fe4-125cd6f8aeb2.pdf,true,,,2024-11-04T05:38:30.447Z
1d48b670-02a9-477c-ac8f-e178bf8de832,4de41147-0ced-42bb-9c8d-ca43be6d2b05,RoHS Compliance,Product Specific,EU,EU-VER-54909,2025-05-23,2028-05-22,https://cdn.lithiumbuy.com/certs/436a2610-d025-4064-a7d9-b01dc6f8ea6a.pdf,true,,,2025-05-23T05:38:30.447Z
84d38c95-4b08-4e7d-b55b-b4e0b75679c4,4de41147-0ced-42bb-9c8d-ca43be6d2b05,IATF 16949:2016,Industry Specific,IATF,IATF-VER-52327,2023-08-29,2026-08-28,https://cdn.lithiumbuy.com/certs/fe6c8d00-55b0-417e-81e8-d2a26eaddc8d.pdf,false,,,2023-08-29T05:38:30.447Z
55327c53-c023-4324-a126-1f296f55a438,a20dbd32-a765-4c3b-bc92-003c072148dc,ISO 9001:2015,Quality Management,ISO,ISO-FRO-28309,2024-08-27,2027-08-27,https://cdn.lithiumbuy.com/certs/a567ec8f-5950-40d2-863e-5bbd4237e9a7.pdf,true,,,2024-08-27T05:38:30.447Z
ef4104ab-5b3f-44e2-a820-74e7621f8aab,a20dbd32-a765-4c3b-bc92-003c072148dc,REACH Compliance,Product Specific,ECHA,ECHA-FRO-73463,2025-05-28,2028-05-27,https://cdn.lithiumbuy.com/certs/e2bb0e02-07bb-4af0-9225-4959337de3eb.pdf,false,,,2025-05-28T05:38:30.447Z
f439c704-7fbd-49d5-862b-57ae183f8e2e,a12299a4-2c5b-42a9-ba81-b50ed03324ea,ISO 45001:2018,Safety,ISO,ISO-PIO-85990,2024-01-27,2027-01-26,https://cdn.lithiumbuy.com/certs/6a06d3ad-3e7d-44f6-9420-7361c9c3e5d2.pdf,true,,,2024-01-27T05:38:30.447Z
90b6d121-333c-4e9e-be11-f4a47a756270,a12299a4-2c5b-42a9-ba81-b50ed03324ea,IATF 16949:2016,Industry Specific,IATF,IATF-PIO-26696,2023-03-02,2026-03-01,https://cdn.lithiumbuy.com/certs/7ef6abc6-7ab0-4dcb-88dc-c67776af8a64.pdf,true,,,2023-03-02T05:38:30.447Z
b5d8d06c-c170-4d72-96fb-2f1a695c8e28,a12299a4-2c5b-42a9-ba81-b50ed03324ea,REACH Compliance,Product Specific,ECHA,ECHA-PIO-47244,2024-10-02,2027-10-02,https://cdn.lithiumbuy.com/certs/7af0ebe1-6b16-4403-bc81-877ccb535eae.pdf,true,,,2024-10-02T05:38:30.447Z
6530a04f-9979-4305-a6d2-12adbeab0dc9,37fbb935-02c2-4908-8a0d-1767ce72736c,RoHS Compliance,Product Specific,EU,EU-ECL-65957,2023-05-15,2026-05-14,https://cdn.lithiumbuy.com/certs/b88f1529-411a-46f7-aed4-36bf84ef7f9d.pdf,true,,,2023-05-15T05:38:30.447Z
15f85dee-de45-4e9e-ad24-ef0ee0b2bd94,37fbb935-02c2-4908-8a0d-1767ce72736c,REACH Compliance,Product Specific,ECHA,ECHA-ECL-19458,2023-07-25,2026-07-24,https://cdn.lithiumbuy.com/certs/5d74545b-e963-468e-a36c-6b7baaa8d266.pdf,true,,,2023-07-25T05:38:30.447Z
4fb86852-3b7c-4007-8de1-de2c884c6ef8,37fbb935-02c2-4908-8a0d-1767ce72736c,ISO 45001:2018,Safety,ISO,ISO-ECL-28341,2023-11-16,2026-11-15,https://cdn.lithiumbuy.com/certs/77cc40bc-0fa5-479a-9c35-b874acb68e16.pdf,true,,,2023-11-16T05:38:30.447Z
3f92811b-6aff-4567-90ab-0e764067f42b,2ffbea36-6c6d-4cb1-9a23-e1c4fab1634d,IATF 16949:2016,Industry Specific,IATF,IATF-PIO-33157,2024-02-08,2027-02-07,https://cdn.lithiumbuy.com/certs/b715b309-d39d-4483-88ed-6e1d6aeb391c.pdf,true,,,2024-02-08T05:38:30.447Z
4edce07f-679a-444d-a73d-bac4eb36fb4b,2ffbea36-6c6d-4cb1-9a23-e1c4fab1634d,ISO 45001:2018,Safety,ISO,ISO-PIO-80647,2023-03-19,2026-03-18,https://cdn.lithiumbuy.com/certs/4ec4b2ed-217f-47c8-af4d-e019225a9405.pdf,true,,,2023-03-19T05:38:30.447Z
659a2e6b-27db-4707-a5df-12dfaa1d9cd3,899e3891-f93f-4d0d-8a05-4f23adaeac21,ISO 9001:2015,Quality Management,ISO,ISO-GLO-13694,2023-06-10,2026-06-09,https://cdn.lithiumbuy.com/certs/0f0cf173-e843-4cfc-b513-b6e57a08e111.pdf,true,,,2023-06-10T05:38:30.447Z
8204be02-8c4e-4295-b321-327b673e2241,899e3891-f93f-4d0d-8a05-4f23adaeac21,ISO 14001:2015,Environmental,ISO,ISO-GLO-17866,2024-03-09,2027-03-09,https://cdn.lithiumbuy.com/certs/123adb1c-e961-4772-aed9-f04dd8402beb.pdf,true,,,2024-03-09T05:38:30.447Z
15673578-a548-48ce-a899-f2a4731b84f9,899e3891-f93f-4d0d-8a05-4f23adaeac21,IATF 16949:2016,Industry Specific,IATF,IATF-GLO-88337,2025-07-06,2028-07-05,https://cdn.lithiumbuy.com/certs/6a6ed04b-103f-4003-ae4d-4dd5da294966.pdf,true,,,2025-07-06T05:38:30.447Z
bd41f30a-a206-4944-b535-06ad613f516f,77a43956-c6c9-4ba6-96ea-337574954ed2,ISO 9001:2015,Quality Management,ISO,ISO-ZEN-41535,2025-01-03,2028-01-03,https://cdn.lithiumbuy.com/certs/27cf5085-7c98-4aab-8771-5a8a958c9a02.pdf,true,,,2025-01-03T05:38:30.447Z
0785ffbd-ffbe-4c0f-a00d-8c6157f2c8c4,77a43956-c6c9-4ba6-96ea-337574954ed2,ISO 14001:2015,Environmental,ISO,ISO-ZEN-35306,2024-11-09,2027-11-09,https://cdn.lithiumbuy.com/certs/284d6532-06d0-44ba-a874-02419936008d.pdf,true,,,2024-11-09T05:38:30.447Z
631af179-7da0-416f-85b3-acbb3fcfd275,b81d6b03-e5b8-4775-ae41-f217e25d8d23,ISO 14001:2015,Environmental,ISO,ISO-PLA-16184,2024-07-31,2027-07-31,https://cdn.lithiumbuy.com/certs/59677406-fa81-4473-9bed-a201e2fd8ddb.pdf,true,,,2024-07-31T05:38:30.447Z
07097d2e-8a8d-4e41-a39b-ea7ddf9afdaa,b81d6b03-e5b8-4775-ae41-f217e25d8d23,ISO 9001:2015,Quality Management,ISO,ISO-PLA-78801,2024-12-01,2027-12-01,https://cdn.lithiumbuy.com/certs/64628eaa-9dc3-44ee-908a-4cbfb07d2d5f.pdf,true,,,2024-12-01T05:38:30.447Z
dbd211df-955e-4811-9ded-ee56434ac6bc,b81d6b03-e5b8-4775-ae41-f217e25d8d23,REACH Compliance,Product Specific,ECHA,ECHA-PLA-85159,2024-12-25,2027-12-25,https://cdn.lithiumbuy.com/certs/d1fca76e-25b7-4fbe-bd45-ca1c5d47622a.pdf,true,,,2024-12-25T05:38:30.447Z
6680bee5-702c-48ad-a439-fb94fe01aaf5,b81d6b03-e5b8-4775-ae41-f217e25d8d23,ISO 45001:2018,Safety,ISO,ISO-PLA-19259,2023-07-27,2026-07-26,https://cdn.lithiumbuy.com/certs/fed2d368-3572-4570-bc4c-fe64257332ee.pdf,true,,,2023-07-27T05:38:30.447Z
e2c02d6c-353a-4a3e-8b7d-8d7a04ba24bd,a9f4a45c-896f-4699-bdb5-053a60619f4e,ISO 9001:2015,Quality Management,ISO,ISO-DIA-22364,2023-08-14,2026-08-13,https://cdn.lithiumbuy.com/certs/0e8380fe-8e38-4863-a0a0-855304b3c3fb.pdf,true,,,2023-08-14T05:38:30.447Z
2fd71086-6665-4759-aa7f-09ecf5fb7822,a9f4a45c-896f-4699-bdb5-053a60619f4e,REACH Compliance,Product Specific,ECHA,ECHA-DIA-82087,2025-02-11,2028-02-11,https://cdn.lithiumbuy.com/certs/a2a71552-81c4-452e-bf9e-f159da03583f.pdf,true,,,2025-02-11T05:38:30.447Z
b81cff5f-7631-4229-8c52-ee2587f68bd2,2ad8b3e1-554c-4068-a664-76129b3d5235,IATF 16949:2016,Industry Specific,IATF,IATF-INT-60349,2024-03-12,2027-03-12,https://cdn.lithiumbuy.com/certs/e8522ac4-8906-4279-9b0d-9ca3714cc3b3.pdf,true,,,2024-03-12T05:38:30.447Z
583c537a-ab70-40a5-ab3c-357d8d995a61,2ad8b3e1-554c-4068-a664-76129b3d5235,ISO 14001:2015,Environmental,ISO,ISO-INT-52746,2024-01-22,2027-01-21,https://cdn.lithiumbuy.com/certs/9cd7174a-283e-4f83-be92-5ca43a1fe95b.pdf,true,,,2024-01-22T05:38:30.447Z
3fb9ea02-1f2d-476e-a858-b665c34591b0,2ad8b3e1-554c-4068-a664-76129b3d5235,RoHS Compliance,Product Specific,EU,EU-INT-34050,2024-09-09,2027-09-09,https://cdn.lithiumbuy.com/certs/b611cfe4-d026-4eb4-ae57-fc68655bf9c6.pdf,true,,,2024-09-09T05:38:30.447Z
